scene,listener,sii
S06049,L0095,0.06747700091089785
S06050,L0091,0.007134553220516138
S06050,L0021,0.029796840323719456
S06050,L0065,0.02172389391725192
S06051,L0014,0.017480842483542224
S06051,L0062,0.01638120169743857
S06051,L0019,0.02532966877268796
S06052,L0005,0.007174466227415968
S06052,L0095,0.00841283383894507
S06052,L0003,0.009010115465100388
S06053,L0032,0.5455493452911485
S06053,L0031,0.5036138044674695
S06053,L0021,0.30561317700477086
S06054,L0077,0.010407528260444242
S06054,L0035,0.006379624250086103
S06054,L0010,0.009527849380435594
S06055,L0003,0.0368603166442009
S06055,L0086,0.13188129143821925
S06055,L0069,0.3144230563841994
S06056,L0097,0.021668997803986106
S06056,L0015,0.018291054279965843
S06056,L0044,0.030527412023779486
S06057,L0011,0.09143296442792433
S06057,L0038,0.21079468948349536
S06057,L0012,0.21887751281079593
S06058,L0100,0.32413896153899147
S06058,L0051,0.024935467577057575
S06058,L0058,0.050621351526168284
S06059,L0070,0.007358209616391885
S06059,L0031,0.01037690463980038
S06059,L0010,0.009461999405908117
S06060,L0081,0.01930629514250127
S06060,L0074,0.15736425587489125
S06060,L0008,0.1652611959944381
S06061,L0094,0.03177016097343462
S06061,L0015,0.012435414723794249
S06061,L0065,0.008850550000839917
S06062,L0034,0.13688549502277536
S06062,L0044,0.06145704602333655
S06062,L0059,0.3908591343292463
S06063,L0076,0.3639933921889412
S06063,L0090,0.20174452789245295
S06063,L0028,0.3350154401232086
S06064,L0035,0.322406618291588
S06064,L0010,0.04015703710789183
S06064,L0027,0.3562484937828384
S06065,L0027,0.01608838560255276
S06065,L0057,0.014186477787897727
S06065,L0084,0.00892595394945697
S06066,L0042,0.011638464790020455
S06066,L0021,0.009440725686655542
S06066,L0094,0.00771838381763673
S06067,L0071,0.047884668349228235
S06067,L0029,0.04273718130180823
S06067,L0002,0.09179178547463711
S06068,L0076,0.030883234491440086
S06068,L0067,0.02769612226780061
S06068,L0090,0.018719725563670984
S06069,L0082,0.6333943478795881
S06069,L0053,0.6102115854126883
S06069,L0059,0.7266199236180881
S06070,L0064,0.008005924523013049
S06070,L0042,0.006009669116086972
S06070,L0026,0.006191174105641764
S06071,L0089,0.04507994837998032
S06071,L0002,0.028291468307568943
S06071,L0073,0.02680737887339222
S06072,L0013,0.016750865319975158
S06072,L0056,0.008631053423650477
S06072,L0008,0.009566365808082827
S06073,L0086,0.47971589068072135
S06073,L0047,0.794056013235352
S06073,L0023,0.8651656812789664
S06074,L0040,0.209158722436296
S06074,L0077,0.33585091426862934
S06074,L0059,0.40621817227536466
S06075,L0096,0.026866525429616137
S06075,L0048,0.010128651066299755
S06075,L0059,0.02527205286980708
S06076,L0093,0.18660592320143904
S06076,L0099,0.08308597407374892
S06076,L0097,0.09884747562357778
S06077,L0022,0.07589196020364909
S06077,L0053,0.17574494818617567
S06077,L0064,0.13109716196938703
S06078,L0068,0.019188703924138042
S06078,L0013,0.06906834286485945
S06078,L0001,0.02354333305104613
S06079,L0094,0.3095253528359957
S06079,L0032,0.05286557697669016
S06079,L0056,0.1040579440838864
S06080,L0027,0.12002893453659788
S06080,L0040,0.39707685344848503
S06080,L0038,0.04410257402925789
S06081,L0099,0.00705360530002892
S06081,L0072,0.00864482315165404
S06081,L0063,0.020542708063680054
S06082,L0090,0.016002427297696072
S06082,L0068,0.012678064709675753
S06082,L0005,0.037434399095477966
S06083,L0066,0.1459395918327296
S06083,L0090,0.07437318343035632
S06083,L0068,0.09020592564844414
S06084,L0008,0.07929410066410045
S06084,L0028,0.09297150908897012
S06084,L0072,0.09695669812556303
S06085,L0011,0.022822008032691597
S06085,L0044,0.013489571363836874
S06085,L0027,0.021626783756313373
S06086,L0072,0.07725617546715657
S06086,L0084,0.1485741656505698
S06086,L0078,0.12883166985679173
S06087,L0089,0.08711073697796783
S06087,L0095,0.07290173498251068
S06087,L0001,0.05023223679245116
S06088,L0005,0.049284188450719676
S06088,L0080,0.10484349376022503
S06088,L0055,0.19022173446130294
S06089,L0053,0.005320529862662008
S06089,L0074,0.006416766442931176
S06089,L0009,0.005555853135634905
S06090,L0068,0.021826729888609536
S06090,L0032,0.03089013582911342
S06090,L0088,0.025826919351100278
S06091,L0099,0.0042180462586091675
S06091,L0013,0.0076612981964970005
S06091,L0022,0.00905790141619235
S06092,L0002,0.25910707551938034
S06092,L0066,0.16926874433256697
S06092,L0068,0.12582405899661764
S06093,L0054,0.16553294872905153
S06093,L0001,0.012042588185826394
S06093,L0036,0.012168420913974779
S06094,L0002,0.3203161375715596
S06094,L0001,0.3304986130974442
S06094,L0084,0.35182984223436464
S06095,L0096,0.3629177171600697
S06095,L0015,0.555267022800633
S06095,L0032,0.4937375344166983
S06096,L0021,0.41928811770923924
S06096,L0095,0.12500792940959363
S06096,L0034,0.29791448739217136
S06097,L0051,0.017385239539881647
S06097,L0047,0.27921909386738364
S06097,L0031,0.2191048936237746
S06098,L0015,0.07608518340840578
S06098,L0076,0.08136151088873368
S06098,L0065,0.07916393234182661
S06099,L0098,0.03800536853939965
S06099,L0013,0.14349486063618305
S06099,L0003,0.16344139200398058
S06100,L0047,0.3214792498584983
S06100,L0072,0.37494249240688743
S06100,L0019,0.09491047380245608
S06101,L0042,0.5289069740135126
S06101,L0023,0.5152487181171294
S06101,L0083,0.5811590016833529
S06102,L0100,0.04685458008032174
S06102,L0058,0.015547876616887946
S06102,L0019,0.03135417604640813
S06103,L0026,0.012286683481741932
S06103,L0047,0.01235051887083128
S06103,L0003,0.01283537867426733
S06104,L0008,0.12565180351179503
S06104,L0035,0.05255520674684504
S06104,L0044,0.03266237557398196
S06105,L0089,0.01258793704891854
S06105,L0054,0.007399650666601798
S06105,L0061,0.019942218954504133
S06106,L0090,0.3828486852023732
S06106,L0008,0.366503022300482
S06106,L0095,0.042076084291480846
S06107,L0080,0.011078645071118855
S06107,L0100,0.015387808209162747
S06107,L0073,0.006426840286033007
S06108,L0099,0.01398456775935244
S06108,L0070,0.0128069887635687
S06108,L0062,0.010044746610918401
S06109,L0085,0.01866827811271677
S06109,L0029,0.016417309775403746
S06109,L0035,0.03757721400314671
S06110,L0063,0.036450018592968564
S06110,L0093,0.1436298718789251
S06110,L0049,0.009712504163749322
S06111,L0002,0.23832737135771206
S06111,L0023,0.24189994212807667
S06111,L0026,0.06531134948860032
S06112,L0045,0.042351322085051615
S06112,L0056,0.021917477492357108
S06112,L0057,0.06925461599346323
S06113,L0062,0.029454185281016423
S06113,L0014,0.019945669242234558
S06113,L0057,0.011508653200724812
S06114,L0097,0.01092229062870039
S06114,L0005,0.01577133667749142
S06114,L0008,0.028130403950623536
S06115,L0045,0.07503128519449337
S06115,L0027,0.09242582671281478
S06115,L0026,0.046166853790792495
S06116,L0092,0.3176427471820149
S06116,L0049,0.035911650900323826
S06116,L0061,0.4707195732133733
S06117,L0065,0.01379063372258982
S06117,L0088,0.08219992811110077
S06117,L0022,0.023762614319411953
S06118,L0049,0.0665943781154335
S06118,L0019,0.028466047051362305
S06118,L0077,0.0860445563999142
S06119,L0040,0.5024371454696864
S06119,L0009,0.5307290482724903
S06119,L0053,0.4712905515039431
S06120,L0029,0.03534613694465695
S06120,L0083,0.12864310693917277
S06120,L0012,0.18058974726072466
S06121,L0051,0.010710503152020406
S06121,L0066,0.007824011517006773
S06121,L0056,0.018492350827694543
S06122,L0051,0.025815093242700052
S06122,L0068,0.03488628471014747
S06122,L0017,0.06160834438319734
S06123,L0015,0.35344097497618804
S06123,L0089,0.1407441244438888
S06123,L0077,0.29254741404036133
S06124,L0076,0.36543302761388957
S06124,L0057,0.2272173255072739
S06124,L0021,0.02577213572339653
S06125,L0077,0.3542971923930825
S06125,L0019,0.33704257563294593
S06125,L0080,0.3320020955212376
S06126,L0069,0.2619028841922645
S06126,L0005,0.03668511315208073
S06126,L0051,0.03472971091190625
S06127,L0056,0.008941272179371974
S06127,L0026,0.005737315982864475
S06127,L0028,0.011462067658825105
S06128,L0098,0.08533013225784462
S06128,L0090,0.04180074394557207
S06128,L0063,0.039806548260711234
S06129,L0099,0.016925117515981608
S06129,L0014,0.043920163327934074
S06129,L0011,0.013553894809586825
S06130,L0013,0.06309092381425659
S06130,L0034,0.04018687300484541
S06130,L0038,0.017019880509206286
S06131,L0010,0.010904307054885473
S06131,L0064,0.012040798847203193
S06131,L0002,0.016926721074802784
S06132,L0015,0.07851580095129818
S06132,L0065,0.18313764418662215
S06132,L0089,0.04193338218508963
S06133,L0083,0.5172033788798945
S06133,L0049,0.08809252110026214
S06133,L0072,0.2868330944164632
S06134,L0078,0.23979124799054471
S06134,L0092,0.19917177145843626
S06134,L0036,0.16581359487512437
S06135,L0069,0.6436833255656043
S06135,L0013,0.5308607866990948
S06135,L0062,0.29183170052359514
S06136,L0038,0.01629886066105845
S06136,L0044,0.06599465075765253
S06136,L0092,0.04382729464830261
S06137,L0028,0.513958180998142
S06137,L0070,0.5377491568279699
S06137,L0032,0.5873590000322347
S06138,L0059,0.06383471128680732
S06138,L0019,0.018389144640526267
S06138,L0011,0.017273730895687397
S06139,L0004,0.016923707159914696
S06139,L0084,0.016850427318177597
S06139,L0072,0.026442693338582145
S06140,L0034,0.016784189385263982
S06140,L0021,0.027169059844382004
S06140,L0080,0.01647584198820327
S06141,L0065,0.24174747449457315
S06141,L0042,0.0837885018717337
S06141,L0035,0.10294027622309058
S06142,L0100,0.5434878075989424
S06142,L0008,0.3637182953276554
S06142,L0036,0.31376220784659586
S06143,L0097,0.0934020923949662
S06143,L0024,0.037175469462557204
S06143,L0017,0.1376261442919636
S06144,L0034,0.050765106967577876
S06144,L0073,0.09361294388032657
S06144,L0063,0.02477804929193765
S06145,L0061,0.49385622878560403
S06145,L0086,0.45689322612109623
S06145,L0026,0.15039611450143256
S06146,L0017,0.1304865394090001
S06146,L0094,0.6084722150439976
S06146,L0078,0.23612520391700115
S06147,L0024,0.27771707539494983
S06147,L0090,0.30861406205110514
S06147,L0066,0.2116910874751402
S06148,L0099,0.005684879865633076
S06148,L0069,0.017723272513675593
S06148,L0083,0.011596377802847065
S06149,L0080,0.011783115729675277
S06149,L0055,0.01918936058925132
S06149,L0099,0.13936841191856292
S06150,L0034,0.007071908904581861
S06150,L0086,0.005515371417859611
S06150,L0096,0.005035063184223516
S06151,L0038,0.06580370020393872
S06151,L0002,0.12891103070286986
S06151,L0057,0.1243515259265392
S06152,L0054,0.12486677658762223
S06152,L0055,0.12540831483839202
S06152,L0005,0.03615746074100354
S06153,L0084,0.3464976594010793
S06153,L0024,0.3191987353052212
S06153,L0042,0.35197573975437996
S06154,L0095,0.013628605077347866
S06154,L0026,0.007720992554833992
S06154,L0063,0.31169820300546125
S06155,L0092,0.22385880871972288
S06155,L0049,0.07312546641315819
S06155,L0076,0.36901080162027916
S06156,L0011,0.05840445095858164
S06156,L0013,0.041330949069823174
S06156,L0083,0.03307928730651718
S06157,L0008,0.21489257933749
S06157,L0011,0.20957866929396982
S06157,L0038,0.11728292989120209
S06158,L0022,0.24439134900330658
S06158,L0008,0.16181729048302532
S06158,L0051,0.039250360693641885
S06159,L0002,0.02533040765329801
S06159,L0072,0.022298716809427004
S06159,L0056,0.01674006082589745
S06160,L0027,0.37378986787107943
S06160,L0026,0.3177641680538383
S06160,L0073,0.51716233757484
S06161,L0062,0.01794673322766421
S06161,L0081,0.01899330394528316
S06161,L0063,0.06721024158137703
S06162,L0084,0.2764752235750092
S06162,L0081,0.2416114691473353
S06162,L0005,0.01868510671158528
S06163,L0091,0.040739054917693196
S06163,L0014,0.03384855806206174
S06163,L0083,0.06469148039298296
S06164,L0094,0.10088456372966931
S06164,L0012,0.14334404863098918
S06164,L0069,0.08632562124639562
S06165,L0035,0.014743478945191424
S06165,L0049,0.04428749017340882
S06165,L0085,0.06189504902546058
S06166,L0094,0.09615267232092442
S06166,L0068,0.02813493066090831
S06166,L0077,0.09853408329317587
S06167,L0064,0.2673276289634612
S06167,L0095,0.20863339965431754
S06167,L0093,0.5339514020185213
S06168,L0039,0.02681750503081725
S06168,L0003,0.021224046056701015
S06168,L0001,0.01570158497136234
S06169,L0031,0.035279310124185684
S06169,L0051,0.011140912510810518
S06169,L0081,0.02065517115520183
S06170,L0090,0.09675504294152047
S06170,L0042,0.13035998642546534
S06170,L0056,0.06693763269595585
S06171,L0011,0.010583065583663263
S06171,L0080,0.01026270941221977
S06171,L0044,0.0073960782532944995
S06172,L0051,0.03694464176661167
S06172,L0067,0.15447891370021108
S06172,L0064,0.24199825537495298
S06173,L0064,0.031899968539301
S06173,L0010,0.006321969278935779
S06173,L0027,0.021741677637571122
S06174,L0100,0.652249902189203
S06174,L0022,0.26486035188186874
S06174,L0040,0.6279290163831887
S06175,L0048,0.10750852985808314
S06175,L0056,0.08633657996985647
S06175,L0010,0.0091531244610493
S06176,L0005,0.10787223786984233
S06176,L0077,0.4127823287792234
S06176,L0068,0.3359469663109025
S06177,L0024,0.02066621527962953
S06177,L0078,0.015806717343656147
S06177,L0095,0.0062768229467396585
S06178,L0013,0.5079244844513165
S06178,L0026,0.25586113798180965
S06178,L0059,0.37020664033285555
S06179,L0067,0.17308315299615995
S06179,L0005,0.2024018071252874
S06179,L0096,0.2997046933900505
S06180,L0074,0.1332046021759106
S06180,L0064,0.12594025116845092
S06180,L0073,0.09396158832730657
S06181,L0009,0.01344742604198203
S06181,L0015,0.009967867804778612
S06181,L0076,0.01707278093492332
S06182,L0026,0.18880327148999998
S06182,L0003,0.2982973466062058
S06182,L0005,0.7711996832731064
S06183,L0094,0.13279717196382773
S06183,L0097,0.07320486832541176
S06183,L0022,0.16128065158736862
S06184,L0098,0.02479766237858767
S06184,L0055,0.03830717679904975
S06184,L0017,0.05571300529411805
S06185,L0088,0.09392876960041369
S06185,L0058,0.09444587852057247
S06185,L0032,0.10350165588013738
S06186,L0064,0.19123274645083027
S06186,L0078,0.3220364373548864
S06186,L0019,0.31478788635462646
S06187,L0010,0.04132032628165287
S06187,L0096,0.4272479749386976
S06187,L0074,0.5165821700692553
S06188,L0096,0.005861466152169286
S06188,L0098,0.008339586830954947
S06188,L0057,0.00884413545434092
S06189,L0021,0.06795092360975549
S06189,L0097,0.11055263351823029
S06189,L0049,0.17066952676512537
S06190,L0022,0.6974354217847041
S06190,L0064,0.6932703028515701
S06190,L0049,0.5796116077441464
S06191,L0021,0.1567364066588998
S06191,L0083,0.5383904965029687
S06191,L0032,0.3568036363416428
S06192,L0005,0.012137325082889535
S06192,L0065,0.01984759882525701
S06192,L0071,0.03917064521367746
S06193,L0062,0.12962105311858949
S06193,L0032,0.2916960735048915
S06193,L0073,0.11811755470801044
S06194,L0059,0.6313777590026534
S06194,L0098,0.10408865256004285
S06194,L0012,0.04979777796343732
S06195,L0008,0.4856735614500644
S06195,L0078,0.6197386168847289
S06195,L0042,0.4134507818917289
S06196,L0004,0.4087049173428875
S06196,L0083,0.36047740180089155
S06196,L0090,0.3659989687141184
S06197,L0091,0.5025117080799386
S06197,L0036,0.10548131721271255
S06197,L0039,0.06099465101514355
S06198,L0014,0.10043084815251459
S06198,L0098,0.12776459972830936
S06198,L0081,0.0531871143725912
S06199,L0084,0.06653830569759152
S06199,L0068,0.03321177012308309
S06199,L0081,0.028538892306910844
S06200,L0053,0.005307743100906373
S06200,L0019,0.005922111344089806
S06200,L0024,0.005252624167615517
S06201,L0069,0.8585444134643756
S06201,L0090,0.4295426640761069
S06201,L0013,0.49963039577582613
S06202,L0017,0.13651574450448112
S06202,L0068,0.20066557913652844
S06202,L0011,0.10227977486337433
S06203,L0015,0.20500340256411084
S06203,L0068,0.2226881989860682
S06203,L0026,0.03886044964099514
S06204,L0004,0.059589236649014395
S06204,L0072,0.04991734216948363
S06204,L0070,0.0908670394387786
S06205,L0068,0.006603693514777503
S06205,L0004,0.006736056579923828
S06205,L0080,0.0077590448397904035
S06206,L0055,0.4390863309847098
S06206,L0042,0.4758336870045856
S06206,L0013,0.48169414867678206
S06207,L0059,0.009966016060639887
S06207,L0012,0.02298606216249017
S06207,L0021,0.01858574723576938
S06208,L0059,0.0068725182881798205
S06208,L0004,0.005150458026005177
S06208,L0058,0.006120288157391421
S06209,L0058,0.47800395593203465
S06209,L0029,0.5195025194038464
S06209,L0002,0.5063107708485503
S06210,L0039,0.536391379066457
S06210,L0061,0.7043827685482946
S06210,L0012,0.44415676291159456
S06211,L0094,0.4559474946395486
S06211,L0024,0.4788844035723521
S06211,L0035,0.13905326789414105
S06212,L0001,0.007460017051719123
S06212,L0035,0.03006938923084184
S06212,L0021,0.007475414908345194
S06213,L0001,0.21169342966670798
S06213,L0049,0.11029622489400731
S06213,L0062,0.21720064554361138
S06214,L0004,0.09285111501863824
S06214,L0095,0.0412310880895799
S06214,L0039,0.10292619699072425
S06215,L0024,0.37045441300058596
S06215,L0031,0.2941397587063004
S06215,L0073,0.04976015300125571
S06216,L0019,0.5688739161262444
S06216,L0077,0.5465041122102555
S06216,L0058,0.4244031454349062
S06217,L0044,0.13556186487037064
S06217,L0022,0.365137727841353
S06217,L0004,0.3641856225555132
S06218,L0035,0.042288173718273356
S06218,L0061,0.6482632522045553
S06218,L0056,0.21201904738600824
S06219,L0076,0.35133733329962563
S06219,L0049,0.30312823294847746
S06219,L0088,0.2618116697156984
S06220,L0099,0.12629145989271418
S06220,L0055,0.3536681101515678
S06220,L0031,0.24431276553133846
S06221,L0093,0.1453649376163099
S06221,L0013,0.07180058411607977
S06221,L0017,0.09702503427100981
S06222,L0085,0.16216117306618777
S06222,L0092,0.05849029944503258
S06222,L0053,0.10072904034637568
S06223,L0027,0.05622172816807418
S06223,L0063,0.08017035592868911
S06223,L0024,0.09531705249608502
S06224,L0022,0.06512547299359621
S06224,L0038,0.22648872664073605
S06224,L0054,0.05955505828516282
S06225,L0082,0.10160957305292785
S06225,L0041,0.05778829029596013
S06225,L0040,0.16282591464584856
S06226,L0031,0.09830752281653511
S06226,L0049,0.06873501156034358
S06226,L0062,0.1251800518138933
S06227,L0068,0.3897154080642281
S06227,L0008,0.28708226100824624
S06227,L0022,0.45830686367027074
S06228,L0094,0.017087976828817852
S06228,L0003,0.017014921389314278
S06228,L0065,0.00793429578980664
S06229,L0012,0.10627458294748739
S06229,L0022,0.05981546543150522
S06229,L0068,0.16696510853845892
S06230,L0051,0.012272142596840552
S06230,L0088,0.009947025005947775
S06230,L0068,0.00965092099551059
S06231,L0024,0.03590447742533608
S06231,L0093,0.05531114934212247
S06231,L0069,0.10321570424154607
S06232,L0051,0.06616999102356357
S06232,L0099,0.028657984456352294
S06232,L0059,0.20710887240691805
S06233,L0013,0.03933356146007022
S06233,L0041,0.05028745928234535
S06233,L0071,0.03981811705509819
S06234,L0098,0.015433561738997889
S06234,L0062,0.018192948765147578
S06234,L0099,0.012342764843753967
S06235,L0084,0.01798341716191405
S06235,L0010,0.011440062918455188
S06235,L0063,0.05920431484331436
S06236,L0067,0.00779136377765227
S06236,L0002,0.03438243090736226
S06236,L0068,0.012435804612096044
S06237,L0055,0.312416988738546
S06237,L0071,0.3088217894918166
S06237,L0035,0.19416561729747206
S06238,L0062,0.1273685822821973
S06238,L0049,0.04315308691834374
S06238,L0076,0.3327609639934572
S06239,L0014,0.11981723499188472
S06239,L0031,0.3821899713260115
S06239,L0017,0.0970848815629061
S06240,L0047,0.02849999041677911
S06240,L0019,0.016018038194178495
S06240,L0089,0.02715111343038995
S06241,L0095,0.027788909819055775
S06241,L0026,0.01583894327516852
S06241,L0072,0.019494382822350317
S06242,L0066,0.4116563175170503
S06242,L0031,0.4140800348214696
S06242,L0068,0.4461862787679972
S06243,L0070,0.26087343792142664
S06243,L0029,0.15014111642459754
S06243,L0041,0.3408138753418777
S06244,L0073,0.3010492593613981
S06244,L0057,0.20179105775129053
S06244,L0083,0.2625076507552857
S06245,L0024,0.06226350824124907
S06245,L0059,0.01818812006221155
S06245,L0074,0.020751550230738307
S06246,L0098,0.1924066116263071
S06246,L0099,0.21102979176480138
S06246,L0014,0.0704711531173916
S06247,L0077,0.560560794986385
S06247,L0035,0.33839109851997573
S06247,L0049,0.02526949036230563
S06248,L0001,0.65861221807813
S06248,L0072,0.4661587663434512
S06248,L0097,0.43304717211982957
S06249,L0074,0.007180206112661661
S06249,L0001,0.00482627400363627
S06249,L0036,0.004160384040636704
S06250,L0051,0.06213662042315073
S06250,L0019,0.05328351131172427
S06250,L0098,0.060466896806334554
S06251,L0051,0.01879618857638903
S06251,L0086,0.006700625269738948
S06251,L0095,0.0071428113626884416
S06252,L0026,0.009652024125176545
S06252,L0069,0.15861805954031438
S06252,L0076,0.013555693620118957
S06253,L0014,0.14846135532348667
S06253,L0080,0.16507739151532194
S06253,L0039,0.2140663349051864
S06254,L0086,0.018800187062838737
S06254,L0066,0.019226181411032685
S06254,L0047,0.09600710402299682
S06255,L0098,0.005326200452221311
S06255,L0003,0.004904022884685588
S06255,L0021,0.0060252545804263926
S06256,L0045,0.015897338410264694
S06256,L0008,0.03699527573302911
S06256,L0001,0.06489633197474289
S06257,L0042,0.7234631133938288
S06257,L0065,0.3939092031514502
S06257,L0084,0.5687627588996189
S06258,L0092,0.006467874989028601
S06258,L0065,0.0755591491705037
S06258,L0071,0.023654435728158923
S06259,L0017,0.23057520473957102
S06259,L0042,0.032486622635567126
S06259,L0059,0.06825826760714601
S06260,L0048,0.04850375973220929
S06260,L0034,0.2575373266423559
S06260,L0094,0.5983817688024515
S06261,L0013,0.04895191646951061
S06261,L0005,0.02518694213441248
S06261,L0012,0.009172162329630956
S06262,L0044,0.0269094217852955
S06262,L0053,0.16528102368673278
S06262,L0085,0.06195703508133696
S06263,L0057,0.1274936527270521
S06263,L0021,0.15371249473042176
S06263,L0084,0.22704753582838216
S06264,L0041,0.5087219158414769
S06264,L0027,0.40222770901644556
S06264,L0011,0.27356654806633574
S06265,L0068,0.38741253899021905
S06265,L0049,0.16672324041774236
S06265,L0048,0.17641754996431422
S06266,L0083,0.45445675647377876
S06266,L0023,0.42616508949428306
S06266,L0091,0.541911040262121
S06267,L0083,0.4534818852907137
S06267,L0098,0.2835292608479107
S06267,L0035,0.16545848452022585
S06268,L0085,0.21827167577356332
S06268,L0017,0.17334258068040787
S06268,L0067,0.17971913844649476
S06269,L0099,0.010937816792582034
S06269,L0086,0.056178403716199046
S06269,L0066,0.036925811607269224
S06270,L0047,0.01344872938992189
S06270,L0049,0.038515008170130406
S06270,L0071,0.00852326914965864
S06271,L0062,0.039158180666451534
S06271,L0090,0.06742837555286167
S06271,L0098,0.02640720474169023
S06272,L0023,0.1221639820253249
S06272,L0027,0.05864491003674302
S06272,L0021,0.030724238381359473
S06273,L0021,0.0676144359048303
S06273,L0063,0.10229641386176858
S06273,L0066,0.036023475486160514
S06274,L0093,0.016230804766160324
S06274,L0074,0.02279095415171587
S06274,L0023,0.01241490994718756
