scene,listener,sii
S06554,L0095,0.3836933523124523
S06554,L0096,0.32405876503763836
S06554,L0076,0.35834687704614493
S06555,L0040,0.318169694527991
S06555,L0047,0.42693520082651887
S06555,L0008,0.3913608983568755
S06556,L0096,0.34822472205458616
S06556,L0055,0.38207918622218073
S06556,L0065,0.47410826729995703
S06557,L0098,0.4466428802725227
S06557,L0017,0.25077262995025995
S06557,L0085,0.3560036823692388
S06558,L0009,0.4108112331765719
S06558,L0024,0.36088219958647905
S06558,L0065,0.3749028630239353
S06559,L0004,0.2098115260636622
S06559,L0068,0.40187516207882956
S06559,L0065,0.27313792858743724
S06560,L0070,0.4831259942680442
S06560,L0017,0.3859245556660644
S06560,L0073,0.4398087378460844
S06561,L0095,0.3810256564155545
S06561,L0074,0.49824285106393196
S06561,L0027,0.3669669120715188
S06562,L0028,0.3084796436475748
S06562,L0057,0.3347927370190162
S06562,L0076,0.42187308030264126
S06563,L0067,0.37543640444005644
S06563,L0027,0.48349269142642864
S06563,L0093,0.5364759102356182
S06564,L0048,0.42479480641713757
S06564,L0081,0.38003950411310383
S06564,L0019,0.4932897322135038
S06565,L0062,0.39859194407516496
S06565,L0058,0.4088941172453631
S06565,L0024,0.38562289287631685
S06566,L0098,0.60093240360969
S06566,L0059,0.586639093389508
S06566,L0076,0.49282535624241136
S06567,L0098,0.6244693754073366
S06567,L0083,0.6870489012093048
S06567,L0009,0.5575047463223675
S06568,L0034,0.26478842759194104
S06568,L0042,0.2854552675872657
S06568,L0029,0.44427650790500045
S06569,L0092,0.3224448724291601
S06569,L0055,0.19310092640525467
S06569,L0049,0.2936678970792201
S06570,L0063,0.5486842489460747
S06570,L0099,0.38369481362517693
S06570,L0008,0.3772159703793443
S06571,L0049,0.26537350951106187
S06571,L0088,0.5697770131189184
S06571,L0070,0.6093661584197819
S06572,L0005,0.44289673163624793
S06572,L0067,0.34241392744135923
S06572,L0045,0.39851260219492646
S06573,L0063,0.4938044137546789
S06573,L0035,0.4398222433120597
S06573,L0058,0.46671192657864485
S06574,L0023,0.22967189220432738
S06574,L0022,0.3525184063847874
S06574,L0019,0.24087878225932322
S06575,L0096,0.43463287597570094
S06575,L0059,0.41950398881304735
S06575,L0028,0.38347950562987243
S06576,L0004,0.19636620245576936
S06576,L0070,0.26167181799595834
S06576,L0091,0.27792911326331765
S06577,L0065,0.5765881832234838
S06577,L0074,0.5355319210016984
S06577,L0012,0.418138030246681
S06578,L0100,0.17671574207707164
S06578,L0012,0.3880833514048703
S06578,L0069,0.32625792545803184
S06579,L0086,0.5819989616052502
S06579,L0088,0.5435469165263463
S06579,L0023,0.4778147891205673
S06580,L0028,0.33906467574762605
S06580,L0026,0.3539762423137254
S06580,L0035,0.32042329736041764
S06581,L0028,0.3916327446563957
S06581,L0039,0.3453170399545167
S06581,L0004,0.40521879302254266
S06582,L0084,0.4165090500470886
S06582,L0023,0.3346019011939518
S06582,L0080,0.43215400294624035
S06583,L0059,0.6044178161459722
S06583,L0097,0.5611447984514919
S06583,L0048,0.35554164210984457
S06584,L0056,0.44506209244037137
S06584,L0021,0.4051782483699675
S06584,L0067,0.45671809265787905
S06585,L0044,0.5827944798324645
S06585,L0027,0.3752320377152297
S06585,L0057,0.62460655530077
S06586,L0098,0.2538313821172893
S06586,L0081,0.27607818732383993
S06586,L0056,0.2984323110895017
S06587,L0085,0.40099714409187537
S06587,L0024,0.39257250193222715
S06587,L0063,0.4354983226808998
S06588,L0089,0.4291603548948868
S06588,L0053,0.39463757432798313
S06588,L0040,0.09864525753407852
S06589,L0063,0.6212010685501936
S06589,L0058,0.6003187058717009
S06589,L0064,0.5962951587279434
S06590,L0076,0.369272711280031
S06590,L0082,0.4284860321032492
S06590,L0053,0.49739696349076185
S06591,L0067,0.41244310481736757
S06591,L0015,0.3518346844440279
S06591,L0026,0.41981216353756323
S06592,L0024,0.2771108598333148
S06592,L0001,0.24391183045318512
S06592,L0092,0.21414516649080187
S06593,L0094,0.44196346436179196
S06593,L0099,0.40990466204931864
S06593,L0083,0.42899007186806576
S06594,L0017,0.5231064974408214
S06594,L0100,0.5434108814264709
S06594,L0035,0.3017405771935149
S06595,L0094,0.5479549453027476
S06595,L0100,0.391269991039843
S06595,L0095,0.3077834840302068
S06596,L0082,0.4899137811164701
S06596,L0019,0.3887023106542986
S06596,L0045,0.5309912714428204
S06597,L0096,0.4393032561395819
S06597,L0028,0.4557142183123461
S06597,L0063,0.48687195171284053
S06598,L0013,0.5324600441872103
S06598,L0005,0.5200732812939999
S06598,L0002,0.3719801005883702
S06599,L0019,0.17233845386051364
S06599,L0061,0.1943028502170187
S06599,L0077,0.22390210454653633
S06600,L0054,0.5237988848598464
S06600,L0017,0.4470863814380944
S06600,L0072,0.3794338943071268
S06601,L0062,0.5029334177408998
S06601,L0092,0.36254096746931325
S06601,L0042,0.4095451568658854
S06602,L0078,0.4291323461204597
S06602,L0039,0.42355059567395964
S06602,L0027,0.3466506179270033
S06603,L0089,0.21846210376734518
S06603,L0088,0.19360872498951126
S06603,L0012,0.21914622689410776
S06604,L0082,0.4279022286137298
S06604,L0028,0.3826645486633214
S06604,L0004,0.5242378287330411
S06605,L0100,0.5343156219143999
S06605,L0028,0.4260112458308844
S06605,L0083,0.644103938776893
S06606,L0067,0.5736230136388671
S06606,L0095,0.4847619794176743
S06606,L0035,0.5145521362432646
S06607,L0071,0.2811938292644324
S06607,L0066,0.13732457669683698
S06607,L0044,0.2359188976607007
S06608,L0003,0.35178569925035374
S06608,L0093,0.30174024279643424
S06608,L0023,0.4080986013098971
S06609,L0064,0.20506629313047736
S06609,L0028,0.188817639109346
S06609,L0071,0.28048994022519114
S06610,L0090,0.5298255596829974
S06610,L0009,0.4560615927371736
S06610,L0063,0.5680510676784921
S06611,L0014,0.3231842686359888
S06611,L0100,0.3721779116650795
S06611,L0093,0.4382962574304827
S06612,L0066,0.2361499347976778
S06612,L0056,0.37615496397767806
S06612,L0039,0.32710860687501286
S06613,L0081,0.33714854450923865
S06613,L0073,0.5452353803903035
S06613,L0008,0.5083906242265482
S06614,L0077,0.5128337175475151
S06614,L0097,0.43503061778863006
S06614,L0017,0.4832783449498707
S06615,L0045,0.2704042367691788
S06615,L0081,0.2619958557383866
S06615,L0078,0.1960892619451391
S06616,L0088,0.40575040470956636
S06616,L0100,0.2783014751008031
S06616,L0065,0.39843493873914293
S06617,L0076,0.34484684209814087
S06617,L0044,0.31554577594511307
S06617,L0031,0.3289212274115984
S06618,L0039,0.3095438981351683
S06618,L0086,0.40031536502612536
S06618,L0061,0.42812521680364496
S06619,L0027,0.31868742964835256
S06619,L0051,0.2605494297515658
S06619,L0095,0.35216934415825585
S06620,L0024,0.5681531416488078
S06620,L0073,0.5406696733313063
S06620,L0011,0.5907838506323352
S06621,L0011,0.39832959354704706
S06621,L0077,0.42684020500863584
S06621,L0065,0.42272280413778285
S06622,L0090,0.274857424739463
S06622,L0067,0.273029039446421
S06622,L0089,0.34508404261411124
S06623,L0014,0.2642130898769252
S06623,L0044,0.34326519405757855
S06623,L0077,0.35443771325990453
S06624,L0039,0.44292953911547833
S06624,L0019,0.5477664246156807
S06624,L0049,0.45004231197695627
S06625,L0024,0.4254281138443401
S06625,L0061,0.5641436679238503
S06625,L0015,0.4828844163177492
S06626,L0023,0.41607181138327226
S06626,L0010,0.33010070328796304
S06626,L0093,0.3652075826284372
S06627,L0089,0.32940049142970873
S06627,L0034,0.2707865418602033
S06627,L0001,0.3033506371887436
S06628,L0005,0.5693821656654094
S06628,L0066,0.4295768011598754
S06628,L0089,0.3874697756283851
S06629,L0095,0.2727821877406435
S06629,L0078,0.25008498981675337
S06629,L0017,0.32735987343018014
S06630,L0076,0.5836264408785796
S06630,L0089,0.5563321609745662
S06630,L0058,0.4721408505590735
S06631,L0057,0.5616770238525953
S06631,L0015,0.5061818341473165
S06631,L0001,0.49096274394749556
S06632,L0040,0.4530838913454869
S06632,L0039,0.4509007180163404
S06632,L0080,0.6559754424927863
S06633,L0053,0.29399952341545293
S06633,L0047,0.2716350421783987
S06633,L0038,0.266332753236635
S06634,L0002,0.4241076844698293
S06634,L0080,0.6906271413306435
S06634,L0059,0.4517136339879198
S06635,L0082,0.34247108226555895
S06635,L0057,0.3515996387457788
S06635,L0014,0.20959321840884793
S06636,L0012,0.4635346597042456
S06636,L0053,0.6030395713045531
S06636,L0091,0.6887090184712011
S06637,L0069,0.4719890102604691
S06637,L0038,0.27881603366841906
S06637,L0062,0.3159749695307153
S06638,L0063,0.526051600162822
S06638,L0024,0.4837260061106327
S06638,L0039,0.3480825453863338
S06639,L0048,0.3912600046309644
S06639,L0034,0.3349407881698
S06639,L0077,0.5133310769571511
S06640,L0059,0.26983742281192985
S06640,L0048,0.26833734885987215
S06640,L0064,0.2926257151198946
S06641,L0096,0.3443220878699132
S06641,L0022,0.3766901486928079
S06641,L0021,0.31631109070640256
S06642,L0066,0.1832846779048463
S06642,L0059,0.48743261204861776
S06642,L0081,0.4321408770299995
S06643,L0076,0.28244409880238114
S06643,L0039,0.25723562133367694
S06643,L0062,0.32647863865986027
S06644,L0098,0.4061974932321526
S06644,L0059,0.36258866593489275
S06644,L0070,0.3749913036486073
S06645,L0047,0.5231189176922658
S06645,L0059,0.6181074534756714
S06645,L0066,0.4787256779429965
S06646,L0048,0.3783207318660412
S06646,L0017,0.4217858857405813
S06646,L0077,0.49536534971041457
S06647,L0049,0.3299189648624186
S06647,L0021,0.38307047852036036
S06647,L0072,0.29847041781233524
S06648,L0026,0.4322973840835079
S06648,L0058,0.5514749273519005
S06648,L0041,0.41314036582902103
S06649,L0031,0.47333869523612876
S06649,L0057,0.5868034260685525
S06649,L0080,0.47943545418807176
S06650,L0039,0.4310092548082974
S06650,L0019,0.4601302711351625
S06650,L0064,0.5034019096487018
S06651,L0064,0.3603388052308402
S06651,L0074,0.4297089807189931
S06651,L0082,0.3728866051251185
S06652,L0074,0.23557676782856432
S06652,L0090,0.27224067376088884
S06652,L0097,0.26809709261542786
S06653,L0038,0.19187974348657139
S06653,L0066,0.18600007409146765
S06653,L0081,0.2538060968934751
S06654,L0053,0.32017453962461423
S06654,L0078,0.317344189142018
S06654,L0039,0.2992480175491387
S06655,L0054,0.5887668347381283
S06655,L0083,0.5960571585397568
S06655,L0001,0.6174539910116028
S06656,L0014,0.46785616546616965
S06656,L0076,0.48353883749340215
S06656,L0054,0.605596792712896
S06657,L0065,0.22750782910659292
S06657,L0039,0.2406247436784669
S06657,L0070,0.19095855782048748
S06658,L0009,0.3820282551535009
S06658,L0091,0.44348139237742973
S06658,L0008,0.32155077364280105
S06659,L0067,0.2901225347881659
S06659,L0014,0.3078507248416114
S06659,L0044,0.3487390475217477
S06660,L0034,0.3656085688055774
S06660,L0055,0.467946802507285
S06660,L0029,0.4336711600938911
S06661,L0019,0.3675032314455753
S06661,L0031,0.20095622658111942
S06661,L0061,0.3322628164809395
S06662,L0004,0.3097839562439317
S06662,L0039,0.2679414629952419
S06662,L0008,0.3131236500708738
S06663,L0002,0.33600624737259194
S06663,L0063,0.4221476739374053
S06663,L0085,0.3331194435710573
S06664,L0001,0.4206491276168773
S06664,L0022,0.49960100539813196
S06664,L0019,0.3832048398496589
S06665,L0095,0.4420376350828489
S06665,L0034,0.36025195815446903
S06665,L0013,0.5782067435420815
S06666,L0074,0.47054908054305306
S06666,L0034,0.3082190832016656
S06666,L0001,0.3801940141415908
S06667,L0083,0.6133424943618698
S06667,L0097,0.4516050161584367
S06667,L0068,0.4230517838586687
S06668,L0011,0.5252285168842596
S06668,L0085,0.3851606221508884
S06668,L0029,0.518852819220802
S06669,L0039,0.28636000952380924
S06669,L0068,0.36012034654647923
S06669,L0063,0.4046137908723437
S06670,L0076,0.34441652232834835
S06670,L0001,0.4603120531840721
S06670,L0070,0.435393284468369
S06671,L0035,0.4647096758723476
S06671,L0063,0.5521214334573282
S06671,L0008,0.5366557347559671
S06672,L0096,0.3253626399830173
S06672,L0045,0.4167632284805418
S06672,L0004,0.47208024909457985
S06673,L0092,0.2855896113259786
S06673,L0058,0.33235111514355586
S06673,L0062,0.3347723681070584
S06674,L0057,0.34195190015550553
S06674,L0073,0.35637495483074305
S06674,L0100,0.4680545476955196
S06675,L0023,0.2539782824989789
S06675,L0094,0.24963724789426758
S06675,L0083,0.24794714249852196
S06676,L0014,0.47120915585781675
S06676,L0042,0.4604714356279305
S06676,L0017,0.44777678997405185
S06677,L0017,0.24971907927088383
S06677,L0045,0.4597104363032079
S06677,L0004,0.3775548508403043
S06678,L0024,0.7347155457799465
S06678,L0097,0.5982486419922723
S06678,L0023,0.7204299054741736
S06679,L0063,0.5012972768421784
S06679,L0035,0.43466370871919646
S06679,L0091,0.7423689428270658
S06680,L0054,0.311138458220036
S06680,L0034,0.26723818125513477
S06680,L0068,0.31628758779013866
S06681,L0082,0.41196405186778134
S06681,L0081,0.3113994226633237
S06681,L0021,0.35502951243265596
S06682,L0089,0.40600313866525917
S06682,L0017,0.3540070245919839
S06682,L0076,0.41407015040646433
S06683,L0021,0.39309816475853937
S06683,L0082,0.4947241270190546
S06683,L0072,0.35005098031458826
S06684,L0076,0.279733106568237
S06684,L0029,0.29546645153761586
S06684,L0073,0.302807454858119
S06685,L0088,0.6670570741080288
S06685,L0057,0.6090629001105162
S06685,L0022,0.6097364798366128
S06686,L0068,0.4850128294052987
S06686,L0042,0.42164130652937604
S06686,L0063,0.48349909475315694
S06687,L0013,0.4279411526985299
S06687,L0090,0.3874471808973448
S06687,L0081,0.34411910612060714
S06688,L0056,0.4745060291202639
S06688,L0039,0.4220811794118675
S06688,L0073,0.49514602664048807
S06689,L0041,0.36693854856886693
S06689,L0058,0.40187077935467247
S06689,L0077,0.47695318969273937
S06690,L0067,0.5221526723429382
S06690,L0004,0.5186086287218543
S06690,L0072,0.3735958253267333
S06691,L0001,0.5981879482278633
S06691,L0088,0.5659385481668883
S06691,L0066,0.40599908880338664
S06692,L0072,0.4139691338933603
S06692,L0038,0.3568747626632325
S06692,L0069,0.6806285851162265
S06693,L0040,0.09594362547574259
S06693,L0042,0.2856132656775804
S06693,L0077,0.25125223445647993
S06694,L0076,0.4368456397121662
S06694,L0024,0.6343053934369477
S06694,L0039,0.4931187763267848
S06695,L0071,0.503934437744525
S06695,L0048,0.3628854267851806
S06695,L0061,0.49901578169402644
S06696,L0078,0.3674463637210481
S06696,L0094,0.6263526598639574
S06696,L0026,0.41309693064867126
S06697,L0083,0.6416745550529132
S06697,L0014,0.4339285595768654
S06697,L0032,0.5605699565906328
S06698,L0051,0.3591957814635845
S06698,L0083,0.26505063331202283
S06698,L0098,0.35075458876762844
S06699,L0021,0.3261778153432233
S06699,L0010,0.24840722738511958
S06699,L0026,0.34630256041775437
S06700,L0057,0.589210083749338
S06700,L0005,0.4669930488737316
S06700,L0056,0.5717811348158419
S06701,L0097,0.45855056686893975
S06701,L0027,0.4584199337786304
S06701,L0074,0.49288523394399786
S06702,L0064,0.37168260374326595
S06702,L0032,0.34670818150103805
S06702,L0067,0.34983270327813343
S06703,L0080,0.41177763038568704
S06703,L0032,0.45923081558547285
S06703,L0028,0.45716817633105095
S06704,L0065,0.22505154130419466
S06704,L0009,0.29247485594363587
S06704,L0057,0.3626769778869866
S06705,L0083,0.3731782814889846
S06705,L0032,0.3786828283113232
S06705,L0055,0.3278921665049823
S06706,L0031,0.608369787812147
S06706,L0083,0.7122122461795947
S06706,L0086,0.5455189949489921
S06707,L0094,0.46398159705671976
S06707,L0092,0.23583937568668908
S06707,L0070,0.4967513697017753
S06708,L0026,0.43333554982862804
S06708,L0099,0.34302281593629913
S06708,L0097,0.3531856238001574
S06709,L0080,0.22037433078964525
S06709,L0091,0.21920881474982848
S06709,L0036,0.23347687491225746
S06710,L0094,0.3781707372441606
S06710,L0071,0.3865870289751209
S06710,L0005,0.38405851379456
S06711,L0041,0.25655611563306807
S06711,L0078,0.38622634919790017
S06711,L0095,0.2676711835448246
S06712,L0054,0.26325699003257574
S06712,L0089,0.2275829191414872
S06712,L0034,0.12089487409094526
S06713,L0001,0.3710035820881028
S06713,L0008,0.25266582657665154
S06713,L0010,0.25606719033547964
S06714,L0023,0.24358219150087967
S06714,L0041,0.33451684244586805
S06714,L0071,0.49965118023592764
S06715,L0096,0.33818896130056836
S06715,L0038,0.3474080219262206
S06715,L0017,0.42764911785431126
S06716,L0083,0.5189209381627278
S06716,L0069,0.6046514156169329
S06716,L0100,0.43128726984035937
S06717,L0099,0.4219904400164975
S06717,L0048,0.45050177924971246
S06717,L0057,0.4375035768905602
S06718,L0080,0.6174162500585756
S06718,L0032,0.6031154178485894
S06718,L0027,0.5254580376474963
S06719,L0062,0.2347302182910235
S06719,L0089,0.2540802675142923
S06719,L0059,0.251561684287897
S06720,L0071,0.5611649810517394
S06720,L0065,0.5228422253940931
S06720,L0054,0.5058863113595722
S06721,L0074,0.6187588867080525
S06721,L0011,0.5467756232759396
S06721,L0024,0.5054826575111053
S06722,L0038,0.3601407360196213
S06722,L0019,0.25743721961927957
S06722,L0026,0.3804391413244649
S06723,L0065,0.4714538156838409
S06723,L0074,0.3834544167593001
S06723,L0086,0.3641842087521105
S06724,L0035,0.3988519442929586
S06724,L0062,0.4633646513625396
S06724,L0008,0.48817024517908214
S06725,L0003,0.27563982610031157
S06725,L0066,0.17065243369339336
S06725,L0035,0.26260451405653773
S06726,L0014,0.4216178723192145
S06726,L0067,0.5507942264563065
S06726,L0092,0.422172685681169
S06727,L0090,0.5140269527887704
S06727,L0067,0.5265581130948592
S06727,L0086,0.585670406780011
S06728,L0035,0.48202634266461364
S06728,L0099,0.3791987728800507
S06728,L0001,0.5182931659059447
S06729,L0023,0.23429505672191192
S06729,L0084,0.45209963768594563
S06729,L0100,0.2987650547813899
S06730,L0078,0.37991459273864864
S06730,L0053,0.5332288257737094
S06730,L0063,0.40912011771673606
S06731,L0086,0.542645123148629
S06731,L0085,0.33384751723092393
S06731,L0011,0.4226707148157728
S06732,L0013,0.5601012035900181
S06732,L0095,0.40606193783104066
S06732,L0080,0.503592437237354
S06733,L0002,0.45050581828709513
S06733,L0035,0.3425863951245262
S06733,L0068,0.46094287036276876
S06734,L0096,0.36298903281170747
S06734,L0061,0.5727598445329972
S06734,L0053,0.5581793869581314
S06735,L0013,0.36579130086422806
S06735,L0003,0.3740871718389196
S06735,L0040,0.27219966695134684
S06736,L0096,0.38832240821474934
S06736,L0004,0.4553228797387018
S06736,L0093,0.5756327044449804
S06737,L0082,0.4883120704949087
S06737,L0062,0.4666899625762511
S06737,L0026,0.436861127979276
S06738,L0074,0.39994076223820096
S06738,L0044,0.3729112109407546
S06738,L0019,0.29109181141009555
S06739,L0093,0.3228405033194377
S06739,L0072,0.19223376518052543
S06739,L0047,0.308618563111739
S06740,L0038,0.30667267154864764
S06740,L0063,0.33218576583797194
S06740,L0064,0.2195022725004003
S06741,L0081,0.06549443912664946
S06741,L0057,0.1447989509032046
S06741,L0039,0.1082824728227588
S06742,L0093,0.2921224795773997
S06742,L0044,0.16384692177834506
S06742,L0014,0.20477247359890485
S06743,L0008,0.0899934821584303
S06743,L0026,0.08376670134384614
S06743,L0054,0.11902213121939255
S06744,L0098,0.4012947396361537
S06744,L0092,0.3141729944883433
S06744,L0090,0.41789764623527226
S06745,L0078,0.31583662834376036
S06745,L0011,0.35521446682707947
S06745,L0084,0.4307578002099561
S06746,L0077,0.570529701517419
S06746,L0070,0.519771529196964
S06746,L0054,0.48488134761536983
S06747,L0064,0.44245329165644887
S06747,L0004,0.26981944998249524
S06747,L0019,0.34612642553389134
S06748,L0070,0.39452078720733325
S06748,L0095,0.2751546549268746
S06748,L0023,0.19648970544134112
S06749,L0024,0.2906755776945209
S06749,L0004,0.4172463242963728
S06749,L0021,0.27920214524642545
S06750,L0070,0.4779206378747321
S06750,L0041,0.3218190610080183
S06750,L0005,0.5287443864514945
S06751,L0098,0.523940669835172
S06751,L0045,0.4877384471914333
S06751,L0044,0.48707223057637905
S06752,L0064,0.475619079164379
S06752,L0019,0.41759897092124015
S06752,L0058,0.48597889332550837
S06753,L0049,0.31360605031322875
S06753,L0062,0.3405780501588655
S06753,L0096,0.3632272608718539
S06754,L0099,0.3864342411405138
S06754,L0032,0.5180332437180456
S06754,L0086,0.4007631564211716
S06755,L0086,0.3194358227607972
S06755,L0010,0.23238148087769783
S06755,L0057,0.34686100833167227
S06756,L0082,0.3740779328912825
S06756,L0088,0.547799482875682
S06756,L0002,0.3639195148648958
S06757,L0027,0.33541306513063546
S06757,L0080,0.43860130904517763
S06757,L0003,0.4241331648816884
S06758,L0099,0.5169263396836569
S06758,L0044,0.4969618770506904
S06758,L0056,0.46121458290721973
S06759,L0023,0.3629471410298275
S06759,L0058,0.36325977903524703
S06759,L0015,0.3589415574369102
S06760,L0096,0.4134123778019762
S06760,L0089,0.533976911505447
S06760,L0068,0.5056603442740604
S06761,L0011,0.34023907547877136
S06761,L0042,0.21739885062889003
S06761,L0091,0.6379392190996704
S06762,L0017,0.20815543385399116
S06762,L0083,0.25681329120555024
S06762,L0012,0.3079367366177236
S06763,L0093,0.5130907801835306
S06763,L0022,0.36547569915024763
S06763,L0078,0.31958628964861185
S06764,L0005,0.37442081277445427
S06764,L0083,0.3375252938259635
S06764,L0038,0.43582920574272144
S06765,L0058,0.47491142970032363
S06765,L0015,0.4631520983338952
S06765,L0089,0.47478237866507933
S06766,L0036,0.2662700563149677
S06766,L0029,0.42731167939237646
S06766,L0039,0.295326805473098
S06767,L0066,0.4355998444851362
S06767,L0034,0.39130525442122616
S06767,L0095,0.48113622078204227
S06768,L0071,0.49783700764553707
S06768,L0058,0.5791610043521367
S06768,L0027,0.3326073644264298
S06769,L0045,0.3898036462169125
S06769,L0058,0.35597503046567675
S06769,L0088,0.475534742685505
S06770,L0034,0.40487503920248386
S06770,L0036,0.39820112758088255
S06770,L0074,0.6142607158490302
S06771,L0054,0.46380249712131477
S06771,L0022,0.4255147287157936
S06771,L0047,0.48627422675392823
S06772,L0089,0.5354891050312722
S06772,L0001,0.3928902586503814
S06772,L0013,0.6209933910856904
S06773,L0055,0.5358459229718759
S06773,L0053,0.6041024563836156
S06773,L0005,0.5528150773509181
S06774,L0013,0.5512937055465323
S06774,L0096,0.2461377553248925
S06774,L0002,0.36769119261934374
S06775,L0049,0.29307058944080716
S06775,L0019,0.34791304821331204
S06775,L0028,0.33021779769284876
S06776,L0047,0.5973441717607607
S06776,L0034,0.34253523798637564
S06776,L0082,0.4155034478788284
S06777,L0088,0.44315082487116736
S06777,L0058,0.4475036436461936
S06777,L0072,0.380497791275474
S06778,L0014,0.2295868042072075
S06778,L0068,0.28105534319032927
S06778,L0081,0.24410010409886052
S06779,L0085,0.3445519616902645
S06779,L0067,0.36398430641692125
S06779,L0021,0.3838545244978971
S06780,L0013,0.4761356504592337
S06780,L0093,0.46622549775647104
S06780,L0074,0.3816994033885205
S06781,L0055,0.620962090089255
S06781,L0029,0.5376051115254353
S06781,L0049,0.35669578739913593
S06782,L0040,0.44085508950993413
S06782,L0098,0.6461334181309059
S06782,L0070,0.7153547256183795
S06783,L0048,0.2990561302183433
S06783,L0005,0.3428981800860047
S06783,L0003,0.21737682923507262
S06784,L0002,0.501046928554023
S06784,L0099,0.35024742792545693
S06784,L0045,0.5791118880994364
S06785,L0012,0.4416176307244912
S06785,L0054,0.43579753113771424
S06785,L0088,0.5959243777328908
S06786,L0048,0.37208235076590396
S06786,L0009,0.5861546463138502
S06786,L0041,0.4298655855633985
S06787,L0083,0.5676363826930767
S06787,L0023,0.508264394395879
S06787,L0044,0.5119815012547417
S06788,L0094,0.6215699853772205
S06788,L0010,0.41676828013796785
S06788,L0064,0.4870528410828742
S06789,L0068,0.4630820283392542
S06789,L0047,0.5624378203878767
S06789,L0092,0.32512669678032297
S06790,L0038,0.23842338605952995
S06790,L0042,0.2435584610533437
S06790,L0054,0.3132138692894099
S06791,L0085,0.254446286180681
S06791,L0078,0.2883002365360133
S06791,L0072,0.29081975564512746
S06792,L0021,0.28300696061491165
S06792,L0069,0.4465895420043628
S06792,L0062,0.26166960742222506
S06793,L0028,0.3328014313557239
S06793,L0083,0.5333491889120058
S06793,L0009,0.4591367398087531
S06794,L0039,0.3690639033957302
S06794,L0077,0.5053976214720921
S06794,L0064,0.3652744240166685
S06795,L0004,0.4259645299485451
S06795,L0040,0.49533044647298236
S06795,L0013,0.4907778799863222
S06796,L0053,0.5238243193587077
S06796,L0015,0.4307261656275509
S06796,L0031,0.4230628638460593
S06797,L0022,0.4024226913989611
S06797,L0071,0.4467989754752407
S06797,L0002,0.39614531820294746
S06798,L0061,0.46954344288751526
S06798,L0084,0.41803026136030125
S06798,L0067,0.36196920327343973
S06799,L0021,0.4527748011892911
S06799,L0084,0.6445160856204354
S06799,L0041,0.35556324014121554
S06800,L0080,0.5514104520282591
S06800,L0048,0.4013447364465758
S06800,L0045,0.33173535230374324
S06801,L0066,0.1681695564124151
S06801,L0070,0.2656579316415799
S06801,L0076,0.190090947219423
S06802,L0010,0.3031540330020541
S06802,L0028,0.39892044011345507
S06802,L0084,0.40236801806522093
S06803,L0059,0.49124933694225664
S06803,L0034,0.31967490051514624
S06803,L0041,0.3635606210653802
S06804,L0026,0.34098477464290583
S06804,L0038,0.2834250222367376
S06804,L0051,0.29882492670954497
S06805,L0024,0.36312664159721725
S06805,L0031,0.24926045006980949
S06805,L0088,0.38041369603001046
S06806,L0042,0.2756472485921473
S06806,L0086,0.3402004512683365
S06806,L0004,0.48285073345726676
S06807,L0031,0.5050749672884693
S06807,L0039,0.34267663049420133
S06807,L0068,0.4198511018766023
S06808,L0027,0.27555984355949437
S06808,L0041,0.2215957040400416
S06808,L0089,0.33131338720882825
S06809,L0022,0.5837032800478513
S06809,L0092,0.32067007797233904
S06809,L0028,0.43116272642122794
S06810,L0041,0.2995536250626862
S06810,L0084,0.516935923188682
S06810,L0051,0.3083804833093366
S06811,L0003,0.3885060639117952
S06811,L0073,0.3265344327570946
S06811,L0034,0.311765515405067
S06812,L0010,0.264065921914226
S06812,L0067,0.38722430994034
S06812,L0028,0.3170801094359378
S06813,L0063,0.6225198896428393
S06813,L0081,0.5428914211129185
S06813,L0064,0.5521211262421152
S06814,L0036,0.3810858364350033
S06814,L0064,0.3764712639440189
S06814,L0085,0.3740658105820889
S06815,L0084,0.6253810159278353
S06815,L0080,0.6081408615240728
S06815,L0017,0.36091376037585365
S06816,L0022,0.4230712106652303
S06816,L0014,0.35065126094153126
S06816,L0085,0.40769435421396694
S06817,L0002,0.2968700592164381
S06817,L0013,0.39567920461345685
S06817,L0041,0.39269541589363616
S06818,L0065,0.43870810060293736
S06818,L0072,0.3388046545364436
S06818,L0047,0.4740063883398434
S06819,L0067,0.5760984205708497
S06819,L0058,0.5853506411642306
S06819,L0065,0.5469868904946303
S06820,L0044,0.43029514696250915
S06820,L0012,0.46163583511514483
S06820,L0027,0.3280714780792879
S06821,L0093,0.5257620232861598
S06821,L0041,0.322154901001349
S06821,L0035,0.369120087438888
S06822,L0008,0.3327117990976425
S06822,L0009,0.37880560128137214
S06822,L0082,0.344665401118685
S06823,L0011,0.41303855988709054
S06823,L0072,0.24899313403817966
S06823,L0041,0.30483173561813137
S06824,L0072,0.4074527210366198
S06824,L0023,0.49495357958252195
S06824,L0094,0.627776440737701
S06825,L0098,0.524542697748657
S06825,L0082,0.45752765007808777
S06825,L0049,0.4375636843255017
S06826,L0002,0.36033750615908033
S06826,L0094,0.5214164640109611
S06826,L0024,0.38770587827926434
S06827,L0058,0.29922651159971836
S06827,L0059,0.3136383064286851
S06827,L0061,0.3850118377524015
S06828,L0051,0.386050620837634
S06828,L0081,0.29471423729003443
S06828,L0100,0.49568984822762385
S06829,L0042,0.2869494844821161
