scene,listener,haspi
S06207,L0012,0.008295886381502892
S06207,L0021,0.025409853813810227
S06208,L0059,0.008777589818671161
S06208,L0004,0.019605614618887063
S06208,L0058,0.005274347460346314
S06209,L0058,0.44573589664131524
S06209,L0029,0.44181216366069986
S06209,L0002,0.4094036587855165
S06210,L0039,0.7588985809377441
S06210,L0061,0.8543348265628646
S06210,L0012,0.8359147225757498
S06211,L0094,0.29772008532562144
S06211,L0024,0.3228260635581907
S06211,L0035,0.45017062020836524
S06212,L0001,0.01929806583213622
S06212,L0035,0.03952925165757961
S06212,L0021,0.038068059934385494
S06213,L0001,0.2714932520159057
S06213,L0049,0.11565696601022114
S06213,L0062,0.27163066270244046
S06214,L0004,0.1283827155394676
S06214,L0095,0.11844422348841602
S06214,L0039,0.1328948412901465
S06215,L0024,0.7441955270971475
S06215,L0031,0.9419804565698382
S06215,L0073,0.9184069663230933
S06216,L0019,0.5752123472277477
S06216,L0077,0.5643323883200582
S06216,L0058,0.6096693945906281
S06217,L0044,0.3752241978930006
S06217,L0022,0.4968200068745369
S06217,L0004,0.5959581940767977
S06218,L0035,0.19803611811202618
S06218,L0061,0.5994856405854297
S06218,L0056,0.2269185453305647
S06219,L0076,0.5641395087890855
S06219,L0049,0.37063402911493887
S06219,L0088,0.48940519620743383
S06220,L0099,0.3422482021851421
S06220,L0055,0.6448810806866228
S06220,L0031,0.6084542065195987
S06221,L0093,0.4438845442870085
S06221,L0013,0.42394866702139916
S06221,L0017,0.43199958357501045
S06222,L0085,0.09180461453297468
S06222,L0092,0.054142786396517255
S06222,L0053,0.141632894565295
S06223,L0027,0.2153852730480005
S06223,L0063,0.26244156226606186
S06223,L0024,0.2183726106893783
S06224,L0022,0.3490738831107328
S06224,L0038,0.5064450786608957
S06224,L0054,0.21540376190754174
S06225,L0082,0.4182509593465183
S06225,L0041,0.5415943285100693
S06225,L0040,0.5529600316943475
S06226,L0031,0.14760555273366804
S06226,L0049,0.13330202973133987
S06226,L0062,0.10110912234273822
S06227,L0068,0.15208478379191578
S06227,L0008,0.3050935051103056
S06227,L0022,0.519216344462456
S06228,L0094,0.010822460679847596
S06228,L0003,0.006708137329991836
S06228,L0065,0.013321135775276728
S06229,L0012,0.3350898880319393
S06229,L0022,0.36570958042980506
S06229,L0068,0.28912669282769937
S06230,L0051,0.006700264796013732
S06230,L0088,0.01117253727904321
S06230,L0068,0.008424667824256148
S06231,L0024,0.30484019955647873
S06231,L0093,0.46173373145536856
S06231,L0069,0.44309567775607817
S06232,L0051,0.47224238496520365
S06232,L0099,0.3472932720372301
S06232,L0059,0.4229845892691698
S06233,L0013,0.03655911036181094
S06233,L0041,0.025114256410796967
S06233,L0071,0.032227251229792545
S06234,L0098,0.011685484256774825
S06234,L0062,0.004752717414759753
S06234,L0099,0.010543139600173687
S06235,L0084,0.08457717206949843
S06235,L0010,0.03160463884745297
S06235,L0063,0.17154137117399243
S06236,L0067,0.006047135958598819
S06236,L0002,0.017224745745726293
S06236,L0068,0.007993588904572609
S06237,L0055,0.42701169264460204
S06237,L0071,0.3793876048207542
S06237,L0035,0.3151923862201896
S06238,L0062,0.3444771143166021
S06238,L0049,0.25061548460353955
S06238,L0076,0.9573045453705035
S06239,L0014,0.3733909539023971
S06239,L0031,0.4194912062456721
S06239,L0017,0.3294098631769291
S06240,L0047,0.03071396516169845
S06240,L0019,0.054307443725920244
S06240,L0089,0.07812017735135936
S06241,L0095,0.03872935178210679
S06241,L0026,0.04498296189476295
S06241,L0072,0.0326033799121247
S06242,L0066,0.3733137531193122
S06242,L0031,0.21640447954792538
S06242,L0068,0.2430129042718099
S06243,L0070,0.6480717010454349
S06243,L0029,0.4261241774320549
S06243,L0041,0.6775971614299755
S06244,L0073,0.7673627573045695
S06244,L0057,0.6317411093343633
S06244,L0083,0.9128219334145752
S06245,L0024,0.33642353256059804
S06245,L0059,0.05543434697249967
S06245,L0074,0.06203408634893382
S06246,L0098,0.13111247789112054
S06246,L0099,0.08105404841789703
S06246,L0014,0.2065981990843159
S06247,L0077,0.47486363680309557
S06247,L0035,0.5036866905081646
S06247,L0049,0.148029956296857
S06248,L0001,0.6725470422762849
S06248,L0072,0.7126273966081321
S06248,L0097,0.6950596257597306
S06249,L0074,0.04527018117264236
S06249,L0001,0.03772926956353944
S06249,L0036,0.006259829018694881
S06250,L0051,0.07653723963095758
S06250,L0019,0.03147864844127257
S06250,L0098,0.032801347465940156
S06251,L0051,0.01469431509031045
S06251,L0086,0.020912470847640842
S06251,L0095,0.013180917460306595
S06252,L0026,0.006330743418061557
S06252,L0069,0.005671409902916341
S06252,L0076,0.005337081061663521
S06253,L0014,0.600750163441376
S06253,L0080,0.5908009835532123
S06253,L0039,0.5873235423435212
S06254,L0086,0.06621442287429165
S06254,L0066,0.18217348873428474
S06254,L0047,0.35441927614236646
S06255,L0098,0.00913854855880745
S06255,L0003,0.008779179350845458
S06255,L0021,0.011943631083572295
S06256,L0045,0.004120582271943512
S06256,L0008,0.008112675067843689
S06256,L0001,0.022592838192455843
S06257,L0042,0.7076293622888916
S06257,L0065,0.6923321546365528
S06257,L0084,0.8535407347257674
S06258,L0092,0.11615796180726705
S06258,L0065,0.2052815737504273
S06258,L0071,0.3357253484489654
S06259,L0017,0.07194002031222198
S06259,L0042,0.08243626203774806
S06259,L0059,0.031013020019571673
S06260,L0048,0.586053376788168
S06260,L0034,0.6625163562477864
S06260,L0094,0.6433616615793846
S06261,L0013,0.05454066730227777
S06261,L0005,0.012328185521177757
S06261,L0012,0.025035203566323636
S06262,L0044,0.28372589383124464
S06262,L0053,0.4384913962617362
S06262,L0085,0.3581293121872996
S06263,L0057,0.417912645878841
S06263,L0021,0.19078903610578898
S06263,L0084,0.1824770981613474
S06264,L0041,0.28111243423452503
S06264,L0027,0.24594220344013376
S06264,L0011,0.21743406885365835
S06265,L0068,0.5574404105305394
S06265,L0049,0.47144388349865507
S06265,L0048,0.5207063155359205
S06266,L0083,0.5024633822809221
S06266,L0023,0.5114363205153544
S06266,L0091,0.5412722782313619
S06267,L0083,0.625161375752813
S06267,L0098,0.6758996517101356
S06267,L0035,0.6574923166815348
S06268,L0085,0.1439808320796932
S06268,L0017,0.11805460646786514
S06268,L0067,0.1570660145356453
S06269,L0099,0.013371908714662354
S06269,L0086,0.02129521240800282
S06269,L0066,0.01035436086152862
S06270,L0047,0.024240981975933107
S06270,L0049,0.006511430615088736
S06270,L0071,0.025397919601024332
S06271,L0062,0.12736817602934017
S06271,L0090,0.04341165742397261
S06271,L0098,0.058037254738427344
S06272,L0023,0.07395650971404712
S06272,L0027,0.06531123737086818
S06272,L0021,0.049982731875254025
S06273,L0021,0.04883167846128259
S06273,L0063,0.03206067158077315
S06273,L0066,0.02499971539450874
S06274,L0093,0.07027088313109704
S06274,L0074,0.07289268017623997
S06274,L0023,0.05050265598111354
