scene,listener,haspi
S06192,L0065,0.022627971373401338
S06192,L0071,0.07306411208232218
S06193,L0062,0.09492155584800584
S06193,L0032,0.30310827528837003
S06193,L0073,0.04593043957885593
S06194,L0059,0.670849984954073
S06194,L0098,0.15429383650322762
S06194,L0012,0.05540220611599918
S06195,L0008,0.08608249271652946
S06195,L0078,0.3061419338120682
S06195,L0042,0.09682024981423228
S06196,L0004,0.34391561628477135
S06196,L0083,0.31360917348016015
S06196,L0090,0.18178098307844923
S06197,L0091,0.5572329934678583
S06197,L0036,0.10091219020781991
S06197,L0039,0.2973361625396329
S06198,L0014,0.3512171765923864
S06198,L0098,0.11348995712432934
S06198,L0081,0.23548756167929877
S06199,L0084,0.02654061898405104
S06199,L0068,0.03931252893070922
S06199,L0081,0.010422596441950541
S06200,L0053,0.00774943646359252
S06200,L0019,0.005854225460943014
S06200,L0024,0.005594315711700207
S06201,L0069,0.6357356912279191
S06201,L0090,0.5498691889792476
S06201,L0013,0.5721012202167605
S06202,L0017,0.05306429056048271
S06202,L0068,0.10441968917193824
S06202,L0011,0.057269177484775995
S06203,L0015,0.26720540488081407
S06203,L0068,0.15077263717069384
S06203,L0026,0.019711758127487006
S06204,L0004,0.035494123411894236
S06204,L0072,0.02975589250645702
S06204,L0070,0.044926627882604216
S06205,L0068,0.013980490530732846
S06205,L0004,0.009893461392233877
S06205,L0080,0.01092170419556924
S06206,L0055,0.3354542076203668
S06206,L0042,0.4270346432520877
S06206,L0013,0.45091410322855585
S06207,L0059,0.008241791769010102
S06207,L0012,0.025111803951615733
S06207,L0021,0.0055185053631130595
S06208,L0059,0.006540964003261497
S06208,L0004,0.004997824932480821
S06208,L0058,0.0052036980377538665
S06209,L0058,0.4381897436336879
S06209,L0029,0.47394402153540316
S06209,L0002,0.2945768534311046
S06210,L0039,0.5578534907341184
S06210,L0061,0.8255532609333374
S06210,L0012,0.6023604209977448
S06211,L0094,0.33289601678235886
S06211,L0024,0.2243304429446154
S06211,L0035,0.13690461303616114
S06212,L0001,0.013044721880406542
S06212,L0035,0.01851036932530517
S06212,L0021,0.008994302321987281
S06213,L0001,0.17083620970682764
S06213,L0049,0.16174117877751998
S06213,L0062,0.22115959913268607
S06214,L0004,0.035546473664164926
S06214,L0095,0.01820763933952692
S06214,L0039,0.045024105736411336
S06215,L0024,0.4445726156693041
S06215,L0031,0.28162670546958474
S06215,L0073,0.10528590294038395
S06216,L0019,0.504839295017913
S06216,L0077,0.44952700428079323
S06216,L0058,0.315364431183561
S06217,L0044,0.34734446970397875
S06217,L0022,0.42065113389386244
S06217,L0004,0.5087587735408643
S06218,L0035,0.038964167903816335
S06218,L0061,0.37979349501084786
S06218,L0056,0.09948992854272094
S06219,L0076,0.6435366651623156
S06219,L0049,0.3337294043087811
S06219,L0088,0.5130055548522781
S06220,L0099,0.06856804432575482
S06220,L0055,0.1315881394944605
S06220,L0031,0.022033456295677944
S06221,L0093,0.053204710252154556
S06221,L0013,0.03637503514255812
S06221,L0017,0.0688269827857287
S06222,L0085,0.09844060453373048
S06222,L0092,0.03115153896331754
S06222,L0053,0.07411669887676568
S06223,L0027,0.08703143951088525
S06223,L0063,0.21570279032148937
S06223,L0024,0.2848510099315951
S06224,L0022,0.39467923399769167
S06224,L0038,0.30509517116557905
S06224,L0054,0.21091842554584553
S06225,L0082,0.3030092698050013
S06225,L0041,0.3998146191705428
S06225,L0040,0.6193610234616543
S06226,L0031,0.06737847516832512
S06226,L0049,0.06519564374580987
S06226,L0062,0.08762937411859004
S06227,L0068,0.44692623474504883
S06227,L0008,0.4180071882642142
S06227,L0022,0.5121315291038643
S06228,L0094,0.008455727740540361
S06228,L0003,0.011493670197276555
S06228,L0065,0.014045285915036716
S06229,L0012,0.29993314211199246
S06229,L0022,0.35449322811893536
S06229,L0068,0.27863087084173077
S06230,L0051,0.01269920868179197
S06230,L0088,0.007213407560106224
S06230,L0068,0.006168386225162624
S06231,L0024,0.13980356049428624
S06231,L0093,0.429586530148964
S06231,L0069,0.4502688681288273
S06232,L0051,0.14097909939591852
S06232,L0099,0.022705967539686206
S06232,L0059,0.21182025838781554
S06233,L0013,0.03170551562264744
S06233,L0041,0.02935761803290988
S06233,L0071,0.021712631752029244
S06234,L0098,0.004712354900891083
S06234,L0062,0.004413071490893782
S06234,L0099,0.005635106718206045
S06235,L0084,0.04934860854168384
S06235,L0010,0.01006066134719842
S06235,L0063,0.05168193698767011
S06236,L0067,0.00595760054381823
S06236,L0002,0.022795334277264295
S06236,L0068,0.010359567217921703
S06237,L0055,0.235529618563642
S06237,L0071,0.18079576211426987
S06237,L0035,0.1049577122012002
S06238,L0062,0.04950969250983566
S06238,L0049,0.08344172503233585
S06238,L0076,0.32060858723789676
S06239,L0014,0.26592064473203836
S06239,L0031,0.3791842557375457
S06239,L0017,0.36082030179561353
S06240,L0047,0.019011657258113292
S06240,L0019,0.010299666611180069
S06240,L0089,0.017227143139011754
S06241,L0095,0.010450256019970126
S06241,L0026,0.007841801796715989
S06241,L0072,0.01710377857209536
S06242,L0066,0.06442768905086396
S06242,L0031,0.060834705185389554
S06242,L0068,0.09262041614631127
S06243,L0070,0.0962381347368083
S06243,L0029,0.07060438190981227
S06243,L0041,0.4876101921170939
S06244,L0073,0.5739838758552338
S06244,L0057,0.5023898801055725
S06244,L0083,0.5965107000814308
S06245,L0024,0.13131366201391206
S06245,L0059,0.03147466194232749
S06245,L0074,0.02482177356232484
S06246,L0098,0.060139932308190265
S06246,L0099,0.030846763013530468
S06246,L0014,0.14900387677303492
S06247,L0077,0.44828079290524386
S06247,L0035,0.06711668542167151
S06247,L0049,0.017415638405214883
S06248,L0001,0.5548970367405638
S06248,L0072,0.3463364313309514
S06248,L0097,0.4863636686872826
S06249,L0074,0.010133673010195408
S06249,L0001,0.009271070198797927
S06249,L0036,0.009815552108596968
S06250,L0051,0.09211936535186864
S06250,L0019,0.08301786696507442
S06250,L0098,0.10545598480648923
S06251,L0051,0.014187280460459015
S06251,L0086,0.021644948028315448
S06251,L0095,0.011558672547580697
S06252,L0026,0.004903282437329789
S06252,L0069,0.013126224347558543
S06252,L0076,0.006502381238401763
S06253,L0014,0.11015799622914141
S06253,L0080,0.06863126131123498
S06253,L0039,0.27336799141458457
S06254,L0086,0.03489447451944839
S06254,L0066,0.036628602163323164
S06254,L0047,0.031820932998967946
S06255,L0098,0.011758532674804525
S06255,L0003,0.006331518981717147
S06255,L0021,0.012248576214294933
S06256,L0045,0.004206704021993595
S06256,L0008,0.00815652058444751
S06256,L0001,0.020046814927472366
S06257,L0042,0.7924518206981115
S06257,L0065,0.6183504193660287
S06257,L0084,0.7378910677153421
S06258,L0092,0.005308147005828311
S06258,L0065,0.07018927160279866
S06258,L0071,0.03042013102425784
S06259,L0017,0.10586554535531309
S06259,L0042,0.09356745136958118
S06259,L0059,0.05029268382462599
S06260,L0048,0.2593989753141567
S06260,L0034,0.22788428864819316
S06260,L0094,0.43144503265325373
S06261,L0013,0.045010735109992046
S06261,L0005,0.017311847432596818
S06261,L0012,0.015081968081470498
S06262,L0044,0.023674091255181103
S06262,L0053,0.08119484372626957
S06262,L0085,0.09866510780859476
S06263,L0057,0.09839230348641223
S06263,L0021,0.053812238619899595
S06263,L0084,0.06996743026658712
S06264,L0041,0.09487034402006915
S06264,L0027,0.11531002187179792
S06264,L0011,0.14578708121197184
S06265,L0068,0.5162782843585005
S06265,L0049,0.463340249586631
S06265,L0048,0.5518600374220464
S06266,L0083,0.3456587445375097
S06266,L0023,0.345683134530734
S06266,L0091,0.5380675361207596
S06267,L0083,0.4516115563552475
S06267,L0098,0.4562950379174116
S06267,L0035,0.48531378734762887
S06268,L0085,0.20828901764015684
S06268,L0017,0.12768512839973098
S06268,L0067,0.19256385469076143
S06269,L0099,0.04823000494463251
S06269,L0086,0.09655256150795558
S06269,L0066,0.029951269436852987
S06270,L0047,0.03238801837821455
S06270,L0049,0.04592371209719844
S06270,L0071,0.04287469107984902
S06271,L0062,0.06365673572756082
S06271,L0090,0.059144663756540476
S06271,L0098,0.05184124476743855
S06272,L0023,0.02458246309121033
S06272,L0027,0.019737673374417498
S06272,L0021,0.01549201464250644
S06273,L0021,0.04448714503715852
S06273,L0063,0.07780619020803611
S06273,L0066,0.04500869410188692
S06274,L0093,0.03342458774367111
S06274,L0074,0.017161620176146582
S06274,L0023,0.025354142918718098
